C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_29_59_574.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_29_59_574.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_29_59_574.jpg,0,0,0, 7.882137E-05
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_29_59_675.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_29_59_675.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_29_59_675.jpg,0,0,0, 8.356532E-05
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_29_59_776.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_29_59_776.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_29_59_776.jpg,0,0,0, 7.97231E-05
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_29_59_876.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_29_59_876.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_29_59_876.jpg,0,0,0, 8.05201E-05
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_29_59_977.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_29_59_977.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_29_59_977.jpg,0,0.2379201,0,0.1405757
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_30_00_078.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_30_00_078.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_30_00_078.jpg,0,0.5410835,0,0.5942371
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_30_00_178.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_30_00_178.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_30_00_178.jpg,0,0.8355641,0,1.427753
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_30_00_278.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_30_00_278.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_30_00_278.jpg,-0.05767919,1,0,2.649723
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_30_00_380.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_30_00_380.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_30_00_380.jpg,-0.2632515,1,0,3.814431
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_30_00_481.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_30_00_481.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_30_00_481.jpg,0,1,0,4.981736
C:\Users\danvn\Downloads\Autonomous Car Course\IMG\center_2024_01_11_11_30_00_583.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\left_2024_01_11_11_30_00_583.jpg, C:\Users\danvn\Downloads\Autonomous Car Course\IMG\right_2024_01_11_11_30_00_583.jpg,0,1,0,6.13746
